content_id,title,description,subject,level,content_duration,language
1194426,The Binary Institute - Introductory Course in Binary Options,The Binary Institute - Introductory Course in Binary Options,Business Finance,All Levels,1.0,en
538540,Forex Trading vs Option Trading,Forex Trading vs Option Trading,Business Finance,All Levels,2.5,en
406922,How to Invest in Stocks + Billionaire Investing Tips,How to Invest in Stocks + Billionaire Investing Tips,Business Finance,All Levels,2.0,en
743914,Value Investing For Beginners,Value Investing For Beginners,Business Finance,Beginner Level,2.5,en
419308,TRADING TACTICS,TRADING TACTICS,Business Finance,All Levels,6.0,en
542028,MQL4 Tutorial Bootcamp - Trading Robot Coding in Metatrader4,MQL4 Tutorial Bootcamp - Trading Robot Coding in Metatrader4,Business Finance,Beginner Level,0.7166666666666667,en
482534,Ultimate Retirement: Build Your Own Dynamic Retirement Plan,Ultimate Retirement: Build Your Own Dynamic Retirement Plan,Business Finance,All Levels,6.0,en
716136,build a solid foundation for trading options,build a solid foundation for trading options,Business Finance,All Levels,1.0,en
737514,Forex Scam: Avoid the scam today,Forex Scam: Avoid the scam today,Business Finance,All Levels,2.0,en
471446,Cost Accounting Crash Course,Cost Accounting Crash Course,Business Finance,All Levels,2.5,en
920424,Option Trading for Rookies: Basic Option Strategies,Option Trading for Rookies: Basic Option Strategies,Business Finance,All Levels,2.5,en
49886,Business Analysis:  Working with Use Cases,Business Analysis:  Working with Use Cases,Business Finance,All Levels,1.5,en
292462,Learn to Raise the Funds You Need via Crowdfunding,Learn to Raise the Funds You Need via Crowdfunding,Business Finance,All Levels,8.0,en
211874,Business finances,Business finances,Business Finance,Beginner Level,1.0,en
754028,Financial Accounting - A Brief Introduction,Financial Accounting - A Brief Introduction,Business Finance,Beginner Level,1.0,en
546924,Trading Economic Indicators - Complete Trading System,Trading Economic Indicators - Complete Trading System,Business Finance,Beginner Level,1.5,en
105972,Foundation of Options Trading and Investing,Foundation of Options Trading and Investing,Business Finance,All Levels,1.0,en
556068,Option Trading - How To Earn If You Can't Predict The Market,Option Trading - How To Earn If You Can't Predict The Market,Business Finance,All Levels,1.5,en
1053272,The Financial Analyst Skills Training (FAST) course 2017,The Financial Analyst Skills Training (FAST) course 2017,Business Finance,All Levels,10.0,en
1273896,Covered Calls - Powerful Income Strategy for Stock Traders,Covered Calls - Powerful Income Strategy for Stock Traders,Business Finance,Beginner Level,1.0,en
317572,Accounting 1 Simplified for You,Accounting 1 Simplified for You,Business Finance,Beginner Level,3.0,en
738910,[Value Investing] Where White People Keep Their Money,[Value Investing] Where White People Keep Their Money,Business Finance,Expert Level,4.0,en
1015274,How to Start Investing: Made Simple and Easy,How to Start Investing: Made Simple and Easy,Business Finance,All Levels,1.0,en
934574,Basics of Commerce A Complete Study,Basics of Commerce A Complete Study,Business Finance,All Levels,5.5,en
1110470,The Passive Investing Blueprint - Build Wealth Passively,The Passive Investing Blueprint - Build Wealth Passively,Business Finance,All Levels,3.5,en
988804,7 Steps: Your Introduction to Trading,7 Steps: Your Introduction to Trading,Business Finance,Beginner Level,5.0,en
529718,Forex - Elliott Wave Theory with Fibonacci. ,Forex - Elliott Wave Theory with Fibonacci. ,Business Finance,All Levels,1.5,en
998872,The Actuarial Profession: Basic Sciences and Principles,The Actuarial Profession: Basic Sciences and Principles,Business Finance,Beginner Level,0.5833333333333334,en
1023670,Investing in stocks: Avoid stock market loss,Investing in stocks: Avoid stock market loss,Business Finance,Beginner Level,1.0,en
571394,QuickBooks Online: Complete Guide & Certification tips,QuickBooks Online: Complete Guide & Certification tips,Business Finance,All Levels,13.0,en
637176,Build Financial Models & Value Companies The Easy Way,Build Financial Models & Value Companies The Easy Way,Business Finance,All Levels,1.0,en
677802,Adventure Capital: How to pay off debt ,Adventure Capital: How to pay off debt ,Business Finance,Beginner Level,1.0,en
1084642,Chart Patterns Trading Demystified,Chart Patterns Trading Demystified,Business Finance,All Levels,2.5,en
739390,Financial Planning & Analysis: Building a Company's Budget,Financial Planning & Analysis: Building a Company's Budget,Business Finance,All Levels,1.5,en
1134864,Simple things you must know before start FOREX (OFFER),Simple things you must know before start FOREX (OFFER),Business Finance,Beginner Level,0.7333333333333333,en
489146,Practical Finance,Practical Finance,Business Finance,All Levels,1.0,en
910650,Forex Trading: Comprehensive & Concise Forex Trading Course,Forex Trading: Comprehensive & Concise Forex Trading Course,Business Finance,All Levels,3.5,en
1079040,Leaps Options Trading System - Diagonal Leaps Options Spread,Leaps Options Trading System - Diagonal Leaps Options Spread,Business Finance,All Levels,1.0,en
109622,Finance - Ratios Analysis & Interpretations,Finance - Ratios Analysis & Interpretations,Business Finance,Beginner Level,2.5,en
881378,Forex Trading -  Learn to Trade From Scratch!,Forex Trading -  Learn to Trade From Scratch!,Business Finance,Beginner Level,1.5,en
474150,Technical Analysis tools for Stocks and Options trading,Technical Analysis tools for Stocks and Options trading,Business Finance,All Levels,1.5,en
1046724,Quantitative Trading Analysis with R,Quantitative Trading Analysis with R,Business Finance,All Levels,7.5,en
1095116,Penny Stocks King: How 2 really Trade Penny Stocks (6 Hours),Penny Stocks King: How 2 really Trade Penny Stocks (6 Hours),Business Finance,All Levels,6.0,en
233900,Get Started With Penny Stocks -Step by Step Guide to Trading,Get Started With Penny Stocks -Step by Step Guide to Trading,Business Finance,All Levels,2.0,en
116128,CPA 101: How To Master Affiliate Marketing In No Time,CPA 101: How To Master Affiliate Marketing In No Time,Business Finance,All Levels,1.5,en
1249164,Corporate Internal Controls and Fraud Controls,Corporate Internal Controls and Fraud Controls,Business Finance,Intermediate Level,2.0,en
877106,"Forex trading tactics, that work!","Forex trading tactics, that work!",Business Finance,Beginner Level,0.6,en
65105,Professional Risk Manager (PRM) Certification: Level 2,Professional Risk Manager (PRM) Certification: Level 2,Business Finance,All Levels,7.5,en
889066,Trading Options Basics,Trading Options Basics,Business Finance,Beginner Level,1.5,en
28172,Practical Trading on Financial Futures & Options Markets,Practical Trading on Financial Futures & Options Markets,Business Finance,Beginner Level,4.0,en
257996,Bookkeeping made simple,Bookkeeping made simple,Business Finance,Beginner Level,1.0,en
811534,The Visual Learning Basic Accounting Course,The Visual Learning Basic Accounting Course,Business Finance,Beginner Level,1.0,en
95176,ChalkTalk: Financial Accounting,ChalkTalk: Financial Accounting,Business Finance,All Levels,3.5,en
880564,The 7 fundamentals to Successful Cashflow Management,The 7 fundamentals to Successful Cashflow Management,Business Finance,All Levels,1.0,en
613944,How to trade options,How to trade options,Business Finance,Intermediate Level,0.7166666666666667,en
1208148,Coaching Course:Investment Analysis for your clients,Coaching Course:Investment Analysis for your clients,Business Finance,Intermediate Level,0.5666666666666667,en
24815,Harnessing the Power of Growth Stocks,Harnessing the Power of Growth Stocks,Business Finance,Intermediate Level,2.0,en
736836,The Investment Banking Recruitment Series,The Investment Banking Recruitment Series,Business Finance,All Levels,3.5,en
462474,Business Banking 101,Business Banking 101,Business Finance,All Levels,1.5,en
73938,CFA Level I Workshop 2: Financial Reporting & Analysis I ,CFA Level I Workshop 2: Financial Reporting & Analysis I ,Business Finance,All Levels,1.0,en
158444,Breakout Patterns Workshop by Pattern Trader,Breakout Patterns Workshop by Pattern Trader,Business Finance,All Levels,1.5,en
577198,Asset Protection Using Offshore Companies,Asset Protection Using Offshore Companies,Business Finance,All Levels,1.0,en
993160,Get Credit for Your EIN That's Not Linked to Your SSN,Get Credit for Your EIN That's Not Linked to Your SSN,Business Finance,Beginner Level,1.5,en
233294,Financial Translation,Financial Translation,Business Finance,Beginner Level,1.5,en
281844,How to Pick Stocks,How to Pick Stocks,Business Finance,All Levels,1.5,en
1072156,Binary Beginners Mastery Strategy.,Binary Beginners Mastery Strategy.,Business Finance,Beginner Level,1.0,en
607362,Accounting 101-Master Class for Understanding Business,Accounting 101-Master Class for Understanding Business,Business Finance,All Levels,2.5,en
1069866,High-Frequency Trading & Dark Pools,High-Frequency Trading & Dark Pools,Business Finance,Beginner Level,2.0,en
25794,How To Crowdfund,How To Crowdfund,Business Finance,All Levels,1.5,en
387348,Financial Statement Fundamentals for Small Biz & Investors,Financial Statement Fundamentals for Small Biz & Investors,Business Finance,Beginner Level,3.0,en
475912,Master The Stock Market with practice,Master The Stock Market with practice,Business Finance,All Levels,2.0,en
332690,Introduction to Trade Theory (Technical Analysis) For Stocks,Introduction to Trade Theory (Technical Analysis) For Stocks,Business Finance,Beginner Level,1.0,en
830870,Forex Trading For Beginners: Technical Trading,Forex Trading For Beginners: Technical Trading,Business Finance,Beginner Level,2.0,en
199822,IAS 12 - Accounting for Income Taxes (Basics),IAS 12 - Accounting for Income Taxes (Basics),Business Finance,All Levels,4.5,en
56058,Surpassing Your Kickstarter Goals,Surpassing Your Kickstarter Goals,Business Finance,All Levels,1.0,en
587232,Simple Linear Regression Analysis ( A Complete Course ),Simple Linear Regression Analysis ( A Complete Course ),Business Finance,All Levels,1.5,en
398798,Forex: Learn to Trade Forex and FX Consistently,Forex: Learn to Trade Forex and FX Consistently,Business Finance,All Levels,5.5,en
130366,Trading: High-ROI Trading,Trading: High-ROI Trading,Business Finance,Intermediate Level,12.5,en
530430,Fundraising 101,Fundraising 101,Business Finance,Beginner Level,1.0,en
615204,Professional Bookkeeping & Accounting 2 - Bank Daybook,Professional Bookkeeping & Accounting 2 - Bank Daybook,Business Finance,All Levels,2.0,en
441016,Filing with Companies House UK,Filing with Companies House UK,Business Finance,All Levels,1.0,en
598722,"Build, Grow, and Protect Your Assets: A Step-by-Step Guide","Build, Grow, and Protect Your Assets: A Step-by-Step Guide",Business Finance,All Levels,3.5,en
1225674,The Advantages of ETF Options and Index Options Trading,The Advantages of ETF Options and Index Options Trading,Business Finance,Intermediate Level,1.0,en
1167536,Learn to Trade Forex - from Beginner to Professional,Learn to Trade Forex - from Beginner to Professional,Business Finance,All Levels,12.5,en
979616,"Investing In Stocks For Big Gains, Fundamental Investing","Investing In Stocks For Big Gains, Fundamental Investing",Business Finance,All Levels,2.0,en
528488,Introduction to Equity Markets,Introduction to Equity Markets,Business Finance,Beginner Level,6.5,en
832832,Beginners Guide To Ichimoku Trading,Beginners Guide To Ichimoku Trading,Business Finance,All Levels,1.0,en
256094,Financial Management - Ratio Analysis,Financial Management - Ratio Analysis,Business Finance,Beginner Level,5.5,en
975074,ALGOTECH Hedge Fund Method for Stock Market Trading,ALGOTECH Hedge Fund Method for Stock Market Trading,Business Finance,All Levels,0.3166666666666666,en
436488,Futures/Commodity Trading,Futures/Commodity Trading,Business Finance,All Levels,5.5,en
72644,Complete Claritas Investment Certificate,Complete Claritas Investment Certificate,Business Finance,All Levels,11.5,en
980408,Introduction to the economics of public services regulation,Introduction to the economics of public services regulation,Business Finance,Intermediate Level,8.0,en
343886,Accounting Standard 3 - An Analysis,Accounting Standard 3 - An Analysis,Business Finance,Intermediate Level,1.0,en
837322,Essentials of money value: Get a financial Life !,Essentials of money value: Get a financial Life !,Business Finance,All Levels,0.6166666666666667,en
1157298,Introduction to Forex Trading Business For Beginners,Introduction to Forex Trading Business For Beginners,Business Finance,Beginner Level,1.5,en
1282064,Cryptocurrency (BTC & ETH) Investment & Trading Course 2017,Cryptocurrency (BTC & ETH) Investment & Trading Course 2017,Business Finance,Beginner Level,2.5,en
1247992,Introduction to Project Management for Finance and Acct'g,Introduction to Project Management for Finance and Acct'g,Business Finance,Beginner Level,2.0,en
1251582,Best Practices in Corporate Budgeting,Best Practices in Corporate Budgeting,Business Finance,Intermediate Level,2.0,en
1258666,Financial Statement Auditing Cycles,Financial Statement Auditing Cycles,Business Finance,Intermediate Level,2.0,en
1168172,Case studies on credit appraisal for bankers,Case studies on credit appraisal for bankers,Business Finance,Beginner Level,3.5,en
1233314,Building a Balanced Scorecard,Building a Balanced Scorecard,Business Finance,Intermediate Level,2.0,en
1276182,Options Trading Foundation: Your journey to competency...,Options Trading Foundation: Your journey to competency...,Business Finance,Intermediate Level,1.0,en
1187084,Forex how traders beat the markest with little experience,Forex how traders beat the markest with little experience,Business Finance,All Levels,1.0,en
1084454,CFA Level 2- Quantitative Methods,CFA Level 2- Quantitative Methods,Business Finance,All Levels,5.5,en
885413,Foundations of Investing,Foundations of Investing,Business Finance,Beginner Level,2.0,en
178602,Capital Market Road Map,Capital Market Road Map,Business Finance,All Levels,4.0,en
601912,TRADING: 5K CHALLENGE,TRADING: 5K CHALLENGE,Business Finance,Intermediate Level,1.0,en
831170,CurrencyFair - Avoid Bank Charges when converting currencies,CurrencyFair - Avoid Bank Charges when converting currencies,Business Finance,All Levels,0.6666666666666666,en
327788,Bitcoin - A Comprehensive Guide,Bitcoin - A Comprehensive Guide,Business Finance,All Levels,2.5,en
324656,Forex Trading,Forex Trading,Business Finance,All Levels,4.5,en
1220862,"The True ' Secret Sauce  For Stock Market Success""","The True ' Secret Sauce  For Stock Market Success""",Business Finance,All Levels,3.0,en
403628,Bookkeeping to Command Senior Bookkeeping Wages,Bookkeeping to Command Senior Bookkeeping Wages,Business Finance,All Levels,4.5,en
280842,Take Your Career to the Next Level with MBA Finance,Take Your Career to the Next Level with MBA Finance,Business Finance,All Levels,2.0,en
306360,How to Read Financial Statements:  Build Financial Literacy.,How to Read Financial Statements:  Build Financial Literacy.,Business Finance,Beginner Level,1.5,en
521234,Accounting Books of Accounts (College Level),Accounting Books of Accounts (College Level),Business Finance,All Levels,1.5,en
327962,Forex Trading Profitably,Forex Trading Profitably,Business Finance,All Levels,0.6666666666666666,en
790034,Learn How to Trade Pump and Dumps. 5 Setups Well Explained.,Learn How to Trade Pump and Dumps. 5 Setups Well Explained.,Business Finance,All Levels,2.0,en
400976,Bitcoin Trading 101,Bitcoin Trading 101,Business Finance,All Levels,2.0,en
892446,Visualizing Data,Visualizing Data,Business Finance,Intermediate Level,6.5,en
322118,IFRS Financial Reporting,IFRS Financial Reporting,Business Finance,All Levels,3.5,en
1029062,Forex Trading System: Correlation EUR/GBP vs GBP/USD,Forex Trading System: Correlation EUR/GBP vs GBP/USD,Business Finance,Intermediate Level,1.0,en
1048496,"SAP Crystal Reports:Master-Detail,Cross-Tab,Sub-Reports","SAP Crystal Reports:Master-Detail,Cross-Tab,Sub-Reports",Business Finance,All Levels,2.0,en
501502,Learn Financial Accounting Different,Learn Financial Accounting Different,Business Finance,All Levels,6.0,en
74004,CFA Level I Workshop 4: Fixed Income and Equity,CFA Level I Workshop 4: Fixed Income and Equity,Business Finance,All Levels,1.5,en
226084,"IAS37 - Provisions, Contingents Liabilities & Assets","IAS37 - Provisions, Contingents Liabilities & Assets",Business Finance,All Levels,4.0,en
968056,What You Should Know to Become a Trader,What You Should Know to Become a Trader,Business Finance,All Levels,1.5,en
1107904,Financial Reporting A Comprehensive Study,Financial Reporting A Comprehensive Study,Business Finance,All Levels,8.0,en
691180,An Abundance Mindset: How to Craft Yours,An Abundance Mindset: How to Craft Yours,Business Finance,Beginner Level,4.5,en
843536,Forex Trading Profit 183%p.a : Trend is Our Friend-ALGOTREND,Forex Trading Profit 183%p.a : Trend is Our Friend-ALGOTREND,Business Finance,All Levels,0.6,en
532836,How to Build a Massive Retirement Plan from Scratch!,How to Build a Massive Retirement Plan from Scratch!,Business Finance,Beginner Level,2.0,en
493014,Financial modeling: Build a forward looking financial model,Financial modeling: Build a forward looking financial model,Business Finance,All Levels,2.0,en
955748,Trading for Beginners - Entry Level,Trading for Beginners - Entry Level,Business Finance,Beginner Level,1.5,en
49798,Bitcoin or How I Learned to Stop Worrying and Love Crypto,Bitcoin or How I Learned to Stop Worrying and Love Crypto,Business Finance,All Levels,8.0,en
429662,Trend Following Stocks: A Complete Trading System,Trend Following Stocks: A Complete Trading System,Business Finance,Expert Level,3.5,en
97338,Forex Basics,Forex Basics,Business Finance,Beginner Level,3.5,en
510178,Accounting Bank Reconciliation Statement (College Level),Accounting Bank Reconciliation Statement (College Level),Business Finance,All Levels,1.5,en
1002282,Bitcoin - Ethereum: Trading -Watch me manage my own account!,Bitcoin - Ethereum: Trading -Watch me manage my own account!,Business Finance,All Levels,2.5,en
706670,FOREX : Learn Technical Analysis,FOREX : Learn Technical Analysis,Business Finance,All Levels,18.0,en
275294,FastTrack to Stock Trading Strategies,FastTrack to Stock Trading Strategies,Business Finance,All Levels,3.5,en
594936,Algorithmic futures trading - Investing with no experience,Algorithmic futures trading - Investing with no experience,Business Finance,All Levels,1.5,en
521342,Succeed in Forex Even if You Don't Know Where to Start!,Succeed in Forex Even if You Don't Know Where to Start!,Business Finance,Beginner Level,19.5,en
828740,Hedge Fund Accounting and Valuation,Hedge Fund Accounting and Valuation,Business Finance,All Levels,0.5666666666666667,en
501960,"Binary, Forex, Stock and Bitcoin Trading Strategy","Binary, Forex, Stock and Bitcoin Trading Strategy",Business Finance,All Levels,0.6166666666666667,en
486240,2 Easy Steps To Investment And Avoiding Traps,2 Easy Steps To Investment And Avoiding Traps,Business Finance,All Levels,1.0,en
869652,Ethereum Course for Investors,Ethereum Course for Investors,Business Finance,All Levels,1.0,en
1095700,Using Xero for your bookkeeping needs  do beautiful business,Using Xero for your bookkeeping needs  do beautiful business,Business Finance,Beginner Level,1.0,en
169662,Capital Market Immersion,Capital Market Immersion,Business Finance,All Levels,24.5,en
1041522,Forex Trading :RSI Indicator-A Secret Weapon,Forex Trading :RSI Indicator-A Secret Weapon,Business Finance,All Levels,1.5,en
657130,"Trading Mindset, and Three Steps To Profitable Trading","Trading Mindset, and Three Steps To Profitable Trading",Business Finance,Beginner Level,1.5,en
774570,Professional Bookkeeping & Accounting 4:Trial Balance & More,Professional Bookkeeping & Accounting 4:Trial Balance & More,Business Finance,All Levels,1.0,en
1078520,"Internal Controls - Design, Implementation and Monitoring","Internal Controls - Design, Implementation and Monitoring",Business Finance,Beginner Level,6.5,en
999262,Forex online live trading system (Special Offer),Forex online live trading system (Special Offer),Business Finance,All Levels,5.5,en
100526,Winning Options Trading System,Winning Options Trading System,Business Finance,All Levels,7.5,en
513046,Learn The ABC's Of Investing And Understanding True Financial Value,Learn The ABC's Of Investing And Understanding True Financial Value,Business Finance,All Levels,1.5,en
309854,How to invest in Russian equity market,How to invest in Russian equity market,Business Finance,Intermediate Level,1.5,en
580068,Handle difficult questions the bank manager will ask you,Handle difficult questions the bank manager will ask you,Business Finance,All Levels,1.0,en
304410,Credit Control Procedures,Credit Control Procedures,Business Finance,All Levels,0.5666666666666667,en
782256,FMT: Forex Market Trader Certificate,FMT: Forex Market Trader Certificate,Business Finance,All Levels,2.0,en
826912,Six Stage Negotiation,Six Stage Negotiation,Business Finance,All Levels,2.5,en
313512,Financial Reporting - Fundamentals/Basics,Financial Reporting - Fundamentals/Basics,Business Finance,Beginner Level,2.5,en
759262,Decide whether to Invest in a Business ,Decide whether to Invest in a Business ,Business Finance,Beginner Level,1.0,en
359926,UK Tax Returns with HMRC,UK Tax Returns with HMRC,Business Finance,Beginner Level,1.0,en
591724,Financial Market Environment & Investment Strategies,Financial Market Environment & Investment Strategies,Business Finance,All Levels,1.5,en
533458,How to Obtain a Business Loan,How to Obtain a Business Loan,Business Finance,All Levels,0.5666666666666667,en
1064904,Evolution and Features of ETFs,Evolution and Features of ETFs,Business Finance,All Levels,0.7166666666666667,en
484134,Cost Accounting Operating Costing(Professional Course Level),Cost Accounting Operating Costing(Professional Course Level),Business Finance,All Levels,1.0,en
1046940,Trade RSI Breakout Strategy: Great Risk/Reward Ratio (Forex),Trade RSI Breakout Strategy: Great Risk/Reward Ratio (Forex),Business Finance,All Levels,2.0,en
1107954,"Day trading strategy for all level, with 72% success rate","Day trading strategy for all level, with 72% success rate",Business Finance,All Levels,0.5333333333333333,en
455452,"Accounting, Finance and Banking - A Comprehensive Study","Accounting, Finance and Banking - A Comprehensive Study",Business Finance,All Levels,33.0,en
1263966,Advanced Technical Analysis PART1!,Advanced Technical Analysis PART1!,Business Finance,Intermediate Level,3.0,en
658766,Advanced Financial Management for CA / CS / CFA /CPA Exams,Advanced Financial Management for CA / CS / CFA /CPA Exams,Business Finance,All Levels,24.5,en
927442,Learn the Foundations of Stocks and Options,Learn the Foundations of Stocks and Options,Business Finance,Beginner Level,7.5,en
972126,Forex Trading Masterclass - Learn To Trade Better,Forex Trading Masterclass - Learn To Trade Better,Business Finance,All Levels,3.0,en
1031696,Introduction to Accounting - Analyzing Financial Statements,Introduction to Accounting - Analyzing Financial Statements,Business Finance,Intermediate Level,1.0,en
742106,Credit Risk Analysis,Credit Risk Analysis,Business Finance,Intermediate Level,3.5,en
355374,Fund Flow Analysis for CA / CFA / CPA Exams,Fund Flow Analysis for CA / CFA / CPA Exams,Business Finance,Intermediate Level,1.5,en
529828,Python for Trading & Investing,Python for Trading & Investing,Business Finance,All Levels,5.0,en
538560,Stocks For Beginners - A Guide To Investing,Stocks For Beginners - A Guide To Investing,Business Finance,Beginner Level,1.0,en
994666,Intro to Impact Investing,Intro to Impact Investing,Business Finance,Beginner Level,0.5333333333333333,en
389108,Stock Market - Swing Trading Strategies for Wall Street,Stock Market - Swing Trading Strategies for Wall Street,Business Finance,All Levels,1.0,en
38456,Essential Options: Strategies for Mastering the Stock Market,Essential Options: Strategies for Mastering the Stock Market,Business Finance,Intermediate Level,5.0,en
282050,The Day Trader: Learn to Trade The Stock Market and Forex,The Day Trader: Learn to Trade The Stock Market and Forex,Business Finance,All Levels,10.5,en
607800,Introduction To The World Of Equity Finance,Introduction To The World Of Equity Finance,Business Finance,All Levels,2.0,en
832410,Stock Technical Analysis with Excel,Stock Technical Analysis with Excel,Business Finance,All Levels,7.0,en
779000,Beginners Forex strategy,Beginners Forex strategy,Business Finance,Beginner Level,1.0,en
180372,Mortgage Backed Securities,Mortgage Backed Securities,Business Finance,All Levels,3.5,en
429952,The Complete Financial Model Builder Course-Build 7 Models,The Complete Financial Model Builder Course-Build 7 Models,Business Finance,All Levels,9.0,en
172898,Fundamental Financial Math,Fundamental Financial Math,Business Finance,All Levels,2.5,en
180360,Equity Swaps,Equity Swaps,Business Finance,All Levels,3.0,en
713416,Proven Methods In Trading Candlestick Patterns,Proven Methods In Trading Candlestick Patterns,Business Finance,All Levels,1.5,en
407658,Read financial statements as a stock investor,Read financial statements as a stock investor,Business Finance,Beginner Level,2.0,en
572992,Investing: How to Fix Hidden Flaws Inside Your Portfolio,Investing: How to Fix Hidden Flaws Inside Your Portfolio,Business Finance,All Levels,1.0,en
192724,Certificate Program in Financial Accounting,Certificate Program in Financial Accounting,Business Finance,All Levels,4.5,en
469526,Trading Biotech Stocks - Understanding the Healthcare Sector,Trading Biotech Stocks - Understanding the Healthcare Sector,Business Finance,All Levels,1.5,en
854764,Indian Contract Act 1872: Must for all Finance Professionals,Indian Contract Act 1872: Must for all Finance Professionals,Business Finance,All Levels,1.0,en
754524,Fundraising Success: The Art & Science of Major Gifts,Fundraising Success: The Art & Science of Major Gifts,Business Finance,Intermediate Level,2.5,en
851288,Smart Trading Techniques for Safe & Consistent Weekly Result,Smart Trading Techniques for Safe & Consistent Weekly Result,Business Finance,Intermediate Level,2.5,en
363058,Technical Trading and Investing Made Easy,Technical Trading and Investing Made Easy,Business Finance,Intermediate Level,1.5,en
700080,Budgeting for Business,Budgeting for Business,Business Finance,All Levels,2.5,en
637452,Complete Guide to Business Loans,Complete Guide to Business Loans,Business Finance,Beginner Level,1.5,en
360916,Hot Trading Investing Strategy: ETF and Futures,Hot Trading Investing Strategy: ETF and Futures,Business Finance,All Levels,2.5,en
375594,Financial Management - A Complete Study,Financial Management - A Complete Study,Business Finance,All Levels,71.5,en
703770,MQL4 Programming for Traders: Build Robust Trading Robots!,MQL4 Programming for Traders: Build Robust Trading Robots!,Business Finance,All Levels,7.0,en
602032,Ultimate Stock Market Investing: Learn How to Value Stocks,Ultimate Stock Market Investing: Learn How to Value Stocks,Business Finance,All Levels,3.5,en
475032,Collection of Advanced Options concepts for Options traders,Collection of Advanced Options concepts for Options traders,Business Finance,Expert Level,1.0,en
925854,No Bull Investing: Investing 101 For Financial Freedom,No Bull Investing: Investing 101 For Financial Freedom,Business Finance,Beginner Level,6.5,en
895936,Financial Modeling - Build Your Own 3 Statement Projection,Financial Modeling - Build Your Own 3 Statement Projection,Business Finance,Beginner Level,1.0,en
399170,Small Business Owners: Drive a Productive Business and Grow,Small Business Owners: Drive a Productive Business and Grow,Business Finance,Beginner Level,3.0,en
593460,Successful Day Trading with Fibonacci,Successful Day Trading with Fibonacci,Business Finance,All Levels,2.0,en
1225564,Short Straddles - Exploit Earnings Option Volatility Crush,Short Straddles - Exploit Earnings Option Volatility Crush,Business Finance,Expert Level,0.5833333333333334,en
774174,Bitcoin For Beginners: Your Quick Start Guide To Bitcoin,Bitcoin For Beginners: Your Quick Start Guide To Bitcoin,Business Finance,All Levels,1.0,en
294292,Technical Analysis 101: Ten Primary Candlestick Reversals,Technical Analysis 101: Ten Primary Candlestick Reversals,Business Finance,All Levels,7.0,en
189160,Financial Analysis:  A Recipe for Success,Financial Analysis:  A Recipe for Success,Business Finance,All Levels,1.5,en
1000136,"Basics of Fixed Income Valuation, CFA Level I 2017 Prep","Basics of Fixed Income Valuation, CFA Level I 2017 Prep",Business Finance,Beginner Level,3.5,en
1232382,Intro to Financial Statement Audits,Intro to Financial Statement Audits,Business Finance,Intermediate Level,1.5,en
1058530,"How to Get Growing, Passive Income from the Fortune 500!","How to Get Growing, Passive Income from the Fortune 500!",Business Finance,All Levels,1.0,en
994118,Managing Budgets in the Public and Non Profit Sector,Managing Budgets in the Public and Non Profit Sector,Business Finance,All Levels,2.0,en
621014,System of Asset Management for Professionals (SAMP),System of Asset Management for Professionals (SAMP),Business Finance,Expert Level,1.0,en
673750,How to invest in Forex Trading & add an additional income,How to invest in Forex Trading & add an additional income,Business Finance,All Levels,2.0,en
390510,Tax made simple for Limited Company Owners and Contractors,Tax made simple for Limited Company Owners and Contractors,Business Finance,All Levels,3.0,en
282044,Introduction to the 8 Pillars for Accountants,Introduction to the 8 Pillars for Accountants,Business Finance,Beginner Level,0.6166666666666667,en
118836,FX Trading for Beginners,FX Trading for Beginners,Business Finance,All Levels,1.5,en
849632,Write a Successful Business Grant Proposal,Write a Successful Business Grant Proposal,Business Finance,Beginner Level,2.5,en
904240,A Guide To Trade Binary Options Like An Expert,A Guide To Trade Binary Options Like An Expert,Business Finance,All Levels,1.0,en
1165780,Ratio analysis for bankers and credit analysts,Ratio analysis for bankers and credit analysts,Business Finance,Beginner Level,3.0,en
304424,Numbers for the  Business Plan,Numbers for the  Business Plan,Business Finance,All Levels,1.5,en
1246684,Dash Crypto Currency Technical and Trading Overview Bootcamp,Dash Crypto Currency Technical and Trading Overview Bootcamp,Business Finance,All Levels,1.0,en
591880,1 - Concepts of Statistics For Beginners Step by Step,1 - Concepts of Statistics For Beginners Step by Step,Business Finance,Beginner Level,0.5166666666666666,en
155616,4. Ordinary Simple Annuities: The Basics,4. Ordinary Simple Annuities: The Basics,Business Finance,All Levels,1.5,en
1185936,الدروس التعليمية لسوق الفوركس والأسواق المالية الأخرى,الدروس التعليمية لسوق الفوركس والأسواق المالية الأخرى,Business Finance,All Levels,20.5,en
65802,Financial Risk Manager (FRM) Certification: Level II,Financial Risk Manager (FRM) Certification: Level II,Business Finance,All Levels,47.0,en
229360,Level 1 2014 CFA® Program – Corporate Finance,Level 1 2014 CFA® Program – Corporate Finance,Business Finance,All Levels,3.0,en
159388,3. Compound Interest ,3. Compound Interest ,Business Finance,All Levels,2.0,en
172298,8. Amortization Schedules,8. Amortization Schedules,Business Finance,All Levels,1.0,en
570996,Finance Fundamentals for Non Finance Leaders,Finance Fundamentals for Non Finance Leaders,Business Finance,All Levels,1.0,en
944594,Strategy layout and Backtesting,Strategy layout and Backtesting,Business Finance,Expert Level,4.0,en
81064,Easy Forex and Futures Trading,Easy Forex and Futures Trading,Business Finance,All Levels,14.5,en
